9,1
1537,1
979,1
2539,1
1538,1
3136,1
1867,1
12,1
3013,1
1986,1
2940,1
1176,1
121,1
2018,1
786,1
508,1
10,1
2569,1
1040,1
1693,1
1655,1
1263,1
1267,1
1179,1
2325,1
985,1
879,1
94,1
1027,1
2921,1
2549,1
164,1
675,1
1735,1
2185,1
2658,1
1348,1
2206,1
2984,1
381,1
1625,1
1497,1
958,1
2051,1
1165,1
2600,1
70,1
1869,1
1700,1
2932,1
2775,1
1039,1
2922,1
1218,1
1787,1
2497,1
2157,1
259,1
527,1
1487,1
2628,1
3033,1
1293,1
337,1
2813,1
800,1
1286,2
3118,2
2957,2
1048,2
1404,2
2780,2
2366,2
2862,2
752,2
2890,2
620,2
2031,2
661,2
1996,2
257,2
2833,2
2606,2
937,2
1429,2
1486,2
563,2
2036,2
2597,2
1704,2
2438,2
2816,2
2061,2
3022,2
2678,2
2603,2
740,2
1034,2
2273,2
2286,2
2044,2
1073,2
1988,2
2880,2
1280,2
982,2
892,2
701,2
2693,2
1632,2
1454,2
386,2
1444,2
2066,2
2491,2
355,2
1967,2
1015,2
2449,2
2,2
3143,2
2963,2
2164,2
2634,2
1203,2
427,2
1118,2
2082,2
462,2
429,3
2533,3
2200,3
2312,3
921,3
1650,3
2812,3
3103,3
1305,3
2487,3
1770,3
519,3
2203,3
1261,3
995,3
1393,3
574,3
956,3
654,3
1569,3
495,3
2818,3
109,3
2372,3
2791,3
605,3
2822,3
2625,3
1221,3
1511,3
2650,3
1315,3
212,3
941,3
165,3
1150,3
448,3
2037,3
1947,3
1097,3
2124,3
24,3
2645,3
1252,3
1727,3
2768,3
2025,3
2167,3
2293,3
2866,3
1290,3
1931,3
2788,4
248,4
222,4
1139,4
1080,4
1618,4
2055,4
84,4
1761,4
1266,4
2668,4
346,4
1384,4
2560,4
885,4
1713,4
2536,4
3004,4
65,4
2629,4
1654,4
56,4
2828,4
219,4
197,4
959,4
2350,4
1427,4
2724,4
920,4
446,4
1857,4
996,4
1587,4
1125,4
3014,4
2233,4
2357,4
18,4
1274,4
363,4
1188,4
2574,4
439,4
2623,4
751,4
3163,4
572,4
1740,4
1901,4
2089,4
3079,4
2860,4
2617,4
2030,4
36,4
1275,4
117,4
3082,4
1421,4
1232,4
2761,4
81,4
20,4
1430,4
569,4
2758,4
1124,4
602,4
1032,4
19,4
1071,4
2762,4
795,4
2062,4
610,4
2929,4
2878,4
3154,4
2270,4
1250,4
2184,4
2012,4
841,4
2112,4
2986,4
2745,4
1902,4
123,4
2448,4
1521,4
39,4
1994,4
1148,4
113,4
158,4
2904,4
1932,4
1201,4
1083,4
1247,4
2765,4
1169,4
1285,4
2300,4
2766,4
538,4
692,4
2316,4
2410,4
2132,4
2535,4
1686,4
1103,4
1121,4
2683,4
2108,4
2909,4
2113,4
1031,4
899,4
1918,4
1769,4
2568,4
1763,4
1246,4
1524,4
1222,4
1332,4
933,4
1665,5
2543,5
912,5
3181,5
3065,5
409,5
188,5
2622,5
2840,5
2088,5
3151,5
2429,5
284,5
3119,5
2017,5
2519,5
2927,5
2355,5
240,5
1874,5
2345,5
1803,5
3093,5
223,5
873,5
3125,5
1868,5
2084,5
627,5
520,5
3054,5
1052,5
2566,5
3051,5
2281,5
1309,5
1584,5
2002,5
779,5
755,5
904,5
1239,5
2130,5
1096,5
1107,5
1571,5
1500,5
289,5
2398,5
974,5
2893,5
3084,5
2601,5
411,5
2950,5
1568,5
600,5
3066,5
1051,5
3090,5
1661,5
1757,5
2172,5
2387,5
677,5
999,5
853,5
1539,5
